created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bekasi;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;bogor;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;jakarta;created_at;LT;LB;KT;KM;garasi;carport;lokasi;sertifikat;listrik;hadap;harga;URL;deskripsi;tangerang
05/12/2021;60;60;1;1;;1;Kota Bekasi;SHM;1300;Timur;450000000;https://www.rumah123.com/properti/bekasi/hos9285919/;Rumah di Taman Harapan Baru, lokasi strategis, fasiltas pertokoan, kuliner, kolam renang dan arena badminton, sarana ibadah, dll. Dekat ke Harapan Indah, Pondok Ungu. Dekat ke Plaza THB (Superindo).;;06/12/2021;120;125;3;3;2;0;Babakan Madang;SHGB;2200;;1946600000;https://www.rumah.com/listing-properti/dijual-rumah-di-Babakan Madang-bogor-dekat-tol-stasiun-lrt-murah-modern-minimalis-tipe-agra-prime-125-120-oleh-asa-pertiwi-19057296;Dekat tol dan stasiun LRT Babakan Madang, Fasilitas lengkap, DP 0-50%;;06/12/2021;719;657;10;6;2;2;Jakarta Selatan;SHM;26400;;40000000000;https://rumahdijual.com/jakarta-pusat/11761983-dijual-rumah-jl-cirebon-menteng-jakarta-pusat.html;"- Pondasi konstruksi rangka beton bertulang
- Dinding pasang bata diplaster dan dicat
- Atap genteng beton
- Jendela kaca rangka kayu
- Pintu panel kayu";;12/06/2021;320;225;3;3;1;1;BSD THE ICON, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);4400;Barat Daya;5300;https://www.rumah123.com/properti/tangerang/hos9291935/;"Rumah cluster, siap huni, bersih terawat, lingungan asri The ICON. Dekat dengan AEON Mall, Universitas Prasetiya Mulya dan Atmajaya, Sinar Mas World Academy, BSD Green Office Park, Indonesia Convention Exhibition (ICE), stasiun kereta Rawa Buntu dan stasiun kereta Serpong
Informasi lebih detail hubungi:
Wanda (Victory Property)
0816 116 86 74 (WA/Call/SMS)
0813 171 xxx 73 (WA/Call/SMS)";
05/12/2021;112;120;3;2;1;1;Kabupaten Bekasi;SHM;2200;Selatan;1100000000;https://www.rumah123.com/properti/bekasi/hos9285580/;Dijual rumah 2 lantai siap huni dalam cluster khusus muslim,teruji bebas banjir aman dan nyaman cocok untuk hunian keluarga karena lingkungan yang asri,dekat dengan sarana pendidikan, rumah sakit, kuliner, pasar modern,tip top,dan akses tol grand wisata.;;06/12/2021;167;300;4;3;2;0;Gunung Putri;SHM;5500;Timur, Utara;3200000000;https://www.rumah.com/listing-properti/dijual-cibubur-country-cluster-moonlake-oleh-nova-tiara-19158972;Dekat Water Splash CIbubur Country, 10 menit ke Mal CIputra CIbubur, 12 Menit ke Gerbang Tol Jatikarya, 15 menit ke Trans Studio Cibubur;;06/12/2021;840;800;5;4;8;;Jakarta Selatan;SHM;;;50000000000;https://rumahdijual.com/jakarta-pusat/11761428-rumah-bagus-menteng-area.html;Kawasan Rasuna Epicentrum;;12/06/2021;385;380;5;5;;2;BSD THE GREEN, TANGERANG;HGB;;;5900;https://www.rumah123.com/properti/tangerang/hos9291913/;"FOR SALE
The Green Cluster Manhattan Forum, Lt 385 LB 380 kt 5+1 km 5+1, Surat HGB, Harga 6,2 M nego, Turun jadi 5,9M, iwan, 0878 726 7xxx6, ERA Fiesta alsut";
05/12/2021;72;72;2;1;1;1;Kabupaten Bekasi;SHM;1300;;200000000;https://www.rumah123.com/properti/bekasi/hos9285376/;Rumah BEBAS BANJIR harga 200 jt nego , luas tanah 72 m CASH, Sistem one gate system dan keamanan 24 jam, penghuni tidak perlu khawatir dengan kenyamanan dan keamanan tinggal di sini. Jalanan di perumahan ini sudah berbentuk paving block dan cukup lebar, sehingga dapat dilalui dua mobil dari arah berlawanan secara bersamaan. Dekat dengan fasilitas umum dan lingkungan aman nyaman dan sudah ramai penduduk nya;;06/12/2021;72;33;2;1;0;1;Gunung Putri;SHM;2200;;574600000;https://www.rumah.com/listing-properti/dijual-rumah-villa-murah-di-cikeas-gunung-putri-bogor-jawa-barat-oleh-dk-sari-18718726;Lokasi strategis, one gate system, smart door lock, club house, kolam renang, CCTV 24 jam;;05/12/2021;85;180;3;2;;;Jakarta Barat;SHM;5500;;2400000000;https://www.rumah.com/listing-properti/dijual-rumah-baru-uk-5x17-2-5-lantai-di-angke-indah-oleh-dheniz-manuel-19388848; COCOK BUAT KONVEKSI;;12/06/2021;625;500;5;3;;2;BSD, TANGERANG;SHM;5500;;12500;https://www.rumah123.com/properti/tangerang/hos9291880/;Di Jual Rumah di Bsd, Aman dan Nyaman, Komplek The Green, BSD Serpong;
05/12/2021;84;168;4;3;;1;Kota Bekasi;SHM;2200;Barat;1400000000;https://www.rumah123.com/properti/bekasi/hos9285927/;Rumah siap huni dengan akses mudah, 5 menit Stasiun bekasi, dekat pusat kuliner, dekat toll bekasi barat, dekat toll becak kayu, hunian nyaman dan aman, dikelilingi sekolahan favorit;;06/12/2021;60;70;2;2;0;1;Gunung Putri;SHM;2200;;916000000;https://www.rumah.com/listing-properti/dijual-kota-wisata-cibubur-oleh-dk-sari-18329132;Lokasi strategis dekat TOL, one gate system, keamanan 24 jam;;06/12/2021;47;90;3;3;;1;Jakarta Barat;SHM;2200;;1300000000;https://www.rumah.com/listing-properti/dijual-rumah-dalam-cluster-di-puri-kembangan-jakarta-barat-oleh-ajie-19031093;"Lokasi Strategis 
300 m ke Tol JORR 
1,6 Km ke pintu tol Rawa Buaya 
1,2 km ke Halte Busway Jembatan Baru 
4 Km ke Walikota Jakarta Barat 
4 km ke Mall Puri dan Lippo Mal Puri 
1,7 km ke Stasiun Rawa Buaya 
1,2 Km ke Stasiun Bojong Indah 
1,5 km ke Pasar Cengkareng 
4 km ke RS Puri Indah 
";;12/06/2021;300;255;5;5;2;2;BSD, TANGERANG;SHM;4400;;6500;https://www.rumah123.com/properti/tangerang/hos9291797/;DIJUAL rumah siap huni di GREEN COVE @ BSD CITY, LT 300 (12x25), LB 255, KT 4+1, KM 4+1, SHM, Garasi + Carport 1 mobil, Listrik 4,400, Hadap Selatan, Furnish : AC 5 unit, Water Heater 3 unit, Kitchen Set, Kompor Gas, Kulkas 2 pintu, H. Jual Rp. 6,5 Milyar (nego);
05/12/2021;100;112;2;2;1;1;Kota Bekasi;SHM;1300;Selatan;750000000;https://www.rumah123.com/properti/bekasi/hos9285628/;Lingkungan perumahan komplek, lokasi strategis aman asri tenang, security 24 jam, dekat RS. Hermina Grand Wisata, dekat ke pintu Tol Grand Wisata, dekat Pasar Tradisional, dekat Sekolah Negri dan Swasta Ternama;;06/12/2021;60;40;1;1;0;1;Babakan Madang;SHM;2200;;810000000;https://www.rumah.com/listing-properti/dijual-adhi-city-Babakan Madang-oleh-nova-tiara-19283860;Lokasi strategis, fasilitas lengkap, keamanan 24 jam;;06/12/2021;90;102;4;3;;;Jakarta Barat;PPJB;4400;timur utara;1700000000;https://www.rumah.com/listing-properti/dijual-rumah-green-puri-6x15-duri-kosambi-cengkareng-jakarta-barat-oleh-fransiskus-x-r-19353095;"Dekat Green Lake City

- Dekat Puri Kembangan

KEUNGGULAN DI GREEN PURI

1. Memiliki WATER TREATMENT PLANT, Sehingga Air Keran Bisa Langsung Diminum

2. Menggunakan POLDER SYSTEM, Sehingga Dijamin Bebas Banjir Hingga 1000 Tahun

3. Memiliki INTER CHANGE - Akses Langsung TOL

4. Memiliki CENTRAL BUSINESS DISTRICT Terlengkap & Bersekala International

5. Hunian Dengan Sistem CLUSTER & Konsep WINDOW OF THE WORLD";;12/06/2021;534;1000;8;8;6;6;BSD, TANGERANG;SHM;16500;;15500;https://www.rumah123.com/properti/tangerang/hos9291764/;"Dijual rumah brand new TAMAN TIRTA GOLF BSD
Lt/lb: 534/1000, Daya Listrik: 16500w, KT: 5+3, Km 6+2, Garasi: 6mobil, 2carport, Swimming pool, SHM, HARGA 15,5M";
05/12/2021;97;66;3;1;;1;Kota Bekasi;SHM;1300;;1800000000;https://www.rumah123.com/properti/bekasi/hos9285055/;Dijual rumah strategis cocok untuk usaha di jalan utama Pondok Ungu Permai Bekasi, dekat dg pusat bisnis, kuliner, sekolahan, masjid, pasar, minimarket, kanan kiri sudah dijadikan area komersial, dekat dengan perumahan harapan indah dan Sumarecon Bekasi. Kanan kiri sudah jadi tempat usaha, sangat cocok untuk Bisnis;;06/12/2021;200;202;5;5;2;2;Gunung Putri;SHM;4400;Selatan, Utara;3128000000;https://www.rumah.com/listing-properti/dijual-cluster-miami-kota-wisata-cibubur-i-10x20-oleh-dk-sari-18289050;One gate system, keamanan 24 jam, fasilitas lengkap;;04/12/2021;160;400;5;5;;2;Jakarta Barat;SHM;7700;;5150000000;https://www.rumah.com/listing-properti/dijual-rumah-hadap-taman-di-prima-indah-bebas-banjir-strategis-akses-masuk-tanpa-gang-sempit-oleh-eva-yanti-19308944;"Rumah hadap taman, tidak berhadapan dengan rumah lain.
Jadi leluasa untuk parkir di area depan rumah.

Area taman dilengkapi juga dengan portal tambahan khusus area rumah taman.
Dan pos security utama juga ada di area taman, sehingga lebih menjaga keamanan.

Terpasang Kitchen Set dan Wardrobe by Cellini.
6 AC + 3 water heater.
3.5 Lantai, Kamar 4+2, WC 4+1, 1 Storage di area teras.
Ada Attic (dapat digunakan sebagai ruang teduh/berdoa).
ada bak penampungan PAM dan Toren 1000lt.
Tiap lantai mempunyai balkon yang besar.
View ke arah taman dapat dilihat jelas dengan design kaca lebar pada jendela.

Kanopi dengan rangka stainless steel dan tempered glass.
Railing tangga di dalam rumah juga menggunakan stainless steel.
Terpasang custom interior railing tangga berupa lemari display di lantai 2 dan 3.

Lantai 1 terdapat 1 kamar tidur tamu dengan kamar mandi dalam. 2 kamar ART yang dapat digunakan juga sebagai gudang dan 1 kamar mandi.

Lantai 2 terdapat master bedroom, kamar anak dan 1 kamar mandi, area balkon yang luas.

Lantai 3 terdapat 1 kamar anak dan 1 kamar mandi, service area dan laundry room.
Area balkon dengan city view yang sangat luas dilengkapi kanopi, jadi cocok sebagai area bermain, bersantai. Design dengan sliding door dan wide glass window, jadi bisa dibuka semua sehingga ruangan lantai 3 cocok untuk gathering keluarga.

Lantai 3.5 ada torrent, balkon dan attic -- ruang serbaguna dengan design glass window, viewnya city view dan langit yang indah.";;12/06/2021;162;153;3;3;;1;BSD PROVANCE PARKLAND, TANGERANG;SHM;;Tenggara;2410;https://www.rumah123.com/properti/tangerang/hos9291752/;"Dibawah pasaran, Rumah Lelang, Perumahan provence parkland blok A., BSD city, LT 162m², LB 153m², 2 lantai, 3 +1 kamar tidur, 3 +1 kamar mandi, Harga sudah termasuk : Harga limit, BPHTB, Bea lelang, BN Sertifikat, Tunggakan PBB, Succes fee, B. Pemenangan Lelang, B Pengosongan /kerohiman, Harga Paket all in biaya Rp. 2.415.377.xxx, CASH ONLY, Pasaran kisaran 2,7m, Era Star, Hub.
Owen Lie, No tlp 0811 573 xxx";
05/12/2021;117;110;4;3;;1;Kota Bekasi;SHM;2200;;1450000000;https://rumahdijual.com/9988152;"Kelebihan: Unit ready stock, telah terbukti tidak banjir, memiliki taman depan & belakang, sirkulasi udara & pencahayaan yang baik, air tanah yang baik, hanya 15 menit dari gerbang tol jatibening, dekat stasiun LRT, dekat pasar tradisional & pasar modern, dekat pusat pemerintahan Kota Bekasi, dekat perkantoran & perbankan, dekat Hospital & sekolah, dekat tempat ibadah. Harga : 1.45 M (Nego-BU).
Spesifikasi : Luas tanah 117m2, luas bangunan 110m2, dinding full bata merah, listrik 2200 watt,a ir jet pump, carport 1 mobil, kamar tidur 3 + 1, kamar mandi 2 + 1, akses jalan 2 mobil.";;06/12/2021;84;75;2;1;0;1;Tanah Sareal;SHM;2200;;810000000;https://www.rumah.com/listing-properti/dijual-kayu-manis-residence-oleh-nova-tiara-19265836;Lokasi strategis, fasilitas taman, keamanan 24 jam;;02/12/2021;84;200;6;4;;;Jakarta Barat;SHM;4400;;3800000000;https://www.rumah.com/listing-properti/dijual-rumah-komplek-duta-square-oleh-vera-christian-19174908;" Lokasi Strategis
- Dekat mall CP , TA, Citraland
- Dekat stasiun pesing dan Angke
- Dekat Rumah Sakit
- Dekat sekolah, dll";;12/06/2021;90;100;3;3;;;BSD NUSALOKA, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);2200;Timur;1600;https://www.rumah123.com/properti/tangerang/hos9291734/;Di jual, Rumah baru, Nusa loka park BSD city, Row jalan 9, Kitchen set, Halaman belakang, Belakang rumah taman, Fengsui Timur, Spesifikasi, Lt lb : 90 / 100, Kt km : 3 / 3, Surat : ppjb, Harga : 1.6m nego;
05/12/2021;101;90;3;3;1;1;Kota Bekasi;SHM;2200;Selatan;1600000000;https://rumahdijual.com/11635978;"Luas Tanah 101m2 (6,5x7), luas Bangunan 90m2, kamar Tidur 3, kamar Mandi 3, sertifikat SHM, IMB ada, listrik 2200 Watt, carport 1 mobil, air Jetpump, adap Selatann, Un Furnish
Akses toll terdekat toll Becakayu, Jatibening, Jatiwaringin dan Fasilitas transportasi publik LRT
Harga 1,6 Milyar nego";;06/12/2021;162;164;5;5;0;2;Gunung Putri;SHM;3500;Utara;2536000000;https://www.rumah.com/listing-properti/dijual-kota-wisata-cibubur-i-cluster-miami-lebar-8-oleh-dk-sari-18289350;Fasilitas lengkap , dekat dengan fasilitas komersial (fresh market, starbucks, burger king, mcdonalds, dll);;29/11/2021;147;82;3;3;;1;Jakarta Barat;SHM;2200;;2288809000;https://www.rumah.com/listing-properti/dijual-jual-rumah-ready-stock-gading-serpong-bsd-oleh-yeremia-elviandry-19059953;"Fasilitas :
- Club House dalam Cluster
- 5 menit ke Mall
- 5 menit ke RS
- 5 menit ke CBD
- 5 menit ke Sekolah
- 5 menit ke Universitas
- 10 Menit ke Akses toll
- Dll.";;12/06/2021;96;110;3;3;;2;BSD CITY, TANGERANG;lainnya(PPJB, GIRIK, ADAT, dll);4400;Utara;2600;https://www.rumah123.com/properti/tangerang/hos9291658/;Dijual cepat Rumah baru di bsd city, LT: 96(8×12) , LB: 110 , KT: 3+1, KM: 3+1, Rp. 2.6 miliar, unFurnished, (Cluster amarine Kawasan The Mozia BSD City), Rumah siap huni dengan konsep modern dan pohon yang rindang , membuat Cluster the Mozia nyaman untuk di huni.Selain Itu Lokasi Cluster Mozia Sendiri Berada di Tengah Pusat Kota BSD CITY serta Dekat Dengan Fasilitas Yang Telah Tumbuh Antara Lain : Aeon mall, Ice conference, Qbic, Kampus atma jaya, sekolah Al azhar dll,  Hotel Ocean Park, Toll BSD, Stasiun krl Cisauk, Cash/kpr, Harga negotiable, Murti Hp.0852-15138532;
05/12/2021;100;112;2;2;1;1;Kota Bekasi;SHM;1300;Selatan;750000000;Rumah Cantik Siap Huni Tanah Luas Akses 2 Mobil Murah di Bekasi - hos9285628 | Rumah123.com;Rumah Di Dukuh Zamrud Mustika Jaya, Bekasi kota, Spesifikasi : Bangunan : second bagus, SHM + IMB, LB : 112 m2, LT : 100 m2, KT : 2, KM : 2, carport : 1 mobil, berapa Lantai : 1, 5, sumber Air : JetPump, hadap : Selatan, akses Jalan : 2 Mobil, bebas Banjir ? : Ya, bisa KPR ? : Ya, dapur : ya, Keunggulan : Lingkungan perumahan komplek, lokasi strategis aman asri tenang, security 24 jam, dekat ke Mc. Donald & KFC Dukuh Zamrud, dekat RS. Hermina Grand Wisata, dekat ke pintu Tol Grand Wisata, dekat kuliner Grand Wisata, solaria, Burger King dll. Dekat BCA Grand Wisata, dekat Pasar Tradisional, dekat Sekolah Negri dan Swasta Ternama. Harga : 750 juta Nego;;07/12/2021;72;65;3;2;0;1;Cileungsi;SHM;1300;;750000000;https://www.rumah.com/listing-properti/dijual-metland-cileungsi-cluster-anggrek-oleh-victor-17896713;Keamanan 24 jam;;29/11/2021;49;80;3;2;;;Jakarta Barat;SHM;2200;Utara;850000000;https://www.rumah.com/listing-properti/dijual-rumah-baru-2-lantai-cengkareng-3-3x15-49-m2-jalan-2-mobil-rp-850-jt-oleh-sonya-19034743;"Lokasi strategis dipusat kota, jalan lebar 2 mobil pas.
kondisi siap huni.";;12/06/2021;60;70;3;3;;2;BSD, TANGERANG;SHM;2200;;1350;https://www.rumah123.com/properti/tangerang/hos9291685/;Hunian mewah Harga murah lokasi strategis dan bebas Banjir, dekat dengan perkantoran, sarana umum, stasiun, Pintu Tol ,sekolah. Harga Di Jamin murah cara bayar fleksibel. Dapatkan segera unitnya sebelum ke Habisan.;
04/12/2021;60;45;2;1;;;Kabupaten Bekasi;SHM,IMB;1300;;385000000;https://rumahdijual.com/11347226;Rumah cluster sumber jaya Tambun selatan lingkungan aman dan nyaman.bebas banjir. DP 0 %, Booking 2,5 juta. Struktur bangunan: pondasi batu kali, dinding: bata hebel finishing cat, lantai : granit 60x60, rangka atap baja ringan, penutup atap genteng beton, kusen alumunium powder coating, dan kloset duduk dan shower.;;07/12/2021;200;260;4;4;1;1;Gunung Putri;SHM;4400;;2975000000;https://www.rumah.com/listing-properti/dijual-rumah-cantik-siap-huni-kota-wisata-bogor-oleh-sancoyo-16817542;Rumah siap huni, lokasi strategis;;06/12/2021;52;72;1;2;;1;Jakarta Barat;SHGB;2200;;1000000000;https://www.rumah.com/listing-properti/dijual-rumah-the-pasadena-cengkareng-oleh-ling-ling-19370017;"Rumah dengan sistim cluster, air pam, areaa yg aman dan nyaman, dekat sekolah dan pusat perkantoran, bank, mall taman palem
";;12/06/2021;474;500;6;5;4;2;BSD DE PARK, TANGERANG;SHM;23000;Utara;12500;https://www.rumah123.com/properti/tangerang/hos9291673/;LT 474, LB +/- 500 (full renovated), KT 6+2, KM 4+1, Powder Room 1, Full Furnish (kecuali grand piano), Furniture branded, Kitchen Set by Matric Kitchen, Fasilitas : Swimming Pool,  Garasi (2 cars),  Carport (2 cars), Basement, Service Area, Laundry Area, Garden spesial design,dinding batu alam paras Bali, PLN 23.000 VA, Hadap UTARA, FOR SALE 12,5M !!!;
04/12/2021;94;70;2;2;;;Kota Bekasi;SHM;1300;Barat;850000000;https://www.rumah123.com/properti/bekasi/hos9271532/;Dijual rumah siap huni di daerah bekasi harapan indah 1, dekat dengan pasar, sekolah dan masjid.;;07/12/2021;72;36;2;1;0;1;Bogor Barat;SHM;1300;;350000000;https://www.rumah.com/listing-properti/dijual-dramaga-village-oleh-praba-rini-19366917;Keamanan 24 jam, area bermain, trek lari, lapangan terbuka, taman pribadi, pemandangan hijau;;29/11/2021;79;160;3;2;;1;Jakarta Barat;SHM;3500;;1250000000;https://www.rumah.com/listing-properti/dijual-rumah-bagus-5-x-15-angke-jaya-oleh-afung-19339652;"
Sudah include BPHTB dan Balik nama Sertifikat
lokasi startegis";;12/06/2021;250;380;6;4;1;1;BSD, TANGERANG;SHM;5500;Barat;5050;https://www.rumah123.com/properti/tangerang/hos9291618/;Rumah di kawasan BSD, Luas tanah : 250 m2, Luas bangunan : 380 m2, Kamar tidur : 6 + 1, Kamar mandi : 4 + 2, Listrik 5.500 w, Carport 1, 2 lantai, Hadap Barat, Surat SHM, Sewa : 200 jt / nego, Harga : 5.050 M / nego, Yati Gading Pro 085882195xxx;
04/12/2021;84;84;2;2;;1;Kota Bekasi;SHM;900;;500000000;https://www.rumah123.com/properti/bekasi/hos9280630/;Rumah terawat jalan mobil Bekasi jaya Jawa barat, Lt. 84, Lb. 84, SHM, Harga 500jt;;07/12/2021;60;39;2;1;0;1;Parung;SHGB;2200;;670000000;https://www.rumah.com/listing-properti/dijual-grand-duta-city-oleh-nova-tiara-19191297;Keamanan 24 jam, area bermain, taman pribadi, pemandangan hijau;;29/11/2021;140;202;5;4;1;;Jakarta Barat;SHM;3500;;3400000000;https://www.rumah.com/listing-properti/dijual-jual-cepat-rumah-luas-di-taman-harapan-indah-thi-jelambar-7x20m-renovasi-dan-siap-huni-oleh-diana-chang-8226578;"Tidak banjir, tanah lebih tinggi 1 meter dari jalan.
- Akses mudah, dekat tol dalam kota
- Sedang renovasi, siap huni!
Bisa KPR!";;12/06/2021;385;380;5;5;;;BSD CITY, TANGERANG;HGB;;;5900;https://www.rumah123.com/properti/tangerang/hos9291586/;FOR SALE, The Green Cluster Manhattan Forum, Lt 385 LB 380 kt 5+1 km 5+1, Surat HGB, Harga 6,2 M negoTurun jadi 5,9M, LENNY G, ERA Fiesta BSD, 081390207xxx;
04/12/2021;84;141;3;3;;1;Kota Bekasi;SHM;;Selatan;1250000000;https://www.rumah123.com/properti/bekasi/hos9281291/;Dijual rumah Furnished siap huni 2 lantai di Kota Harapan Indah, Bekasi. Rumah renovasi total th 2017. Sudah baja ringan, menggunakan bata merah. Lt. 94 (7*13,5) Lb. 141 SHM Hadap Selatan Kt. 3+1 Km. 3 Gudang 1 Listrik 2200 Carport 1 Water heater 4 unit A/C Water filter Kitchen Set.;;07/12/2021;112;169;5;5;0;2;Gunung Putri;SHM;3500;Danau;2128000000;https://www.rumah.com/listing-properti/dijual-kota-wisata-cluster-mississippi-promo-kpr-tanpa-dp-oleh-dk-sari-19258975;Fasilitas lengkap;;22/11/2021;400;750;4;3;;2;Jakarta Barat;SHM;5500;Selatan & Barat;8000000000;https://www.rumah.com/listing-properti/dijual-turun-harga-rumah-mewah-di-angke-jembatan-2-harga-nego-bisa-kpr-lokasi-bagus-oleh-surya-wong-19116213;;;12/06/2021;180;220;3;3;;1;BSD, TANGERANG;SHM;3300;Utara;3450;https://www.rumah123.com/properti/tangerang/hos9291462/;Rumah Cantik Siap Huni Di BSD Tangerang Selatan. memiliki lokasi strategis dekat jalan raya Bintaro-BSD, 10 Menit ke Jalan Tol, dekat Stasiun Kereta Api Rawa Buntu dan Serpong, dekat Ke Rumah Sakit, Klinik, Apotik, Dekat ITC BSD, AEON Mall, Supermarket, Kuliner2, dekat Pasar Modern BSD, Akses tol BSD-Jakarta, BSD-Bandara, dekat Sekolah : SD, SMP, SMU, Kampus, dekat Rumah Sakit, Klinik, Apotik, keamanan 24 Jam, Bebas Banjir. Hubungi: Melda - Deasy, 0811135xxx;
04/12/2021;135;119;4;2;;;Kota Bekasi;SHM;2200;;900000000;https://www.rumah123.com/properti/bekasi/hos9281260/;Dekat pasar dekat halte damri rs sekolah depan living plaza pusat kuliner dekat tol baru dekat stasiun kranji kota mandiri.;;07/12/2021;30;25;1;1;0;1;Cibinong;SHM;1300;;130000000;https://www.rumah.com/listing-properti/dijual-cibinong-oleh-arief-priyono-19361394;Lokasi strategis, keamanan 24 jam, arena bermain, dekat TOL, stasiun dan sekolah, terdapat klinik kesehatan;;22/11/2021;119;154;2;2;;;Jakarta Barat;SHM;3500;timur;2500000000;https://www.rumah.com/listing-properti/dijual-rumah-super-murah-widara-jelambar-tubagus-angke-jakarta-barat-oleh-rina-supriyani-19325383;;;12/06/2021;78;125;4;2;;1;BSD DUTA BINTARO, TANGERANG;SHM;1300;;950;https://www.rumah123.com/properti/tangerang/hos9291365/;Rumah di jual cepat, Perumahan Duta Bintaro, Lokasi strategis, Dekat pintu toll alam sutera,ikea,mall alam sutera, Dekat RS insan permata,RS permata ibu,RS omni, Dekat pasar modern,sekolah,binus, LT 78M, Lb -+150M, Bangunan 2 lantai, Kamar 5, Kmr mandi 3, Sertifikat Hak Milik, Harga 950Jt, nfo Hub Linda;
04/12/2021;150;145;3;2;2;2;Kota Bekasi;SHM;3300;;750000000;https://www.rumah123.com/properti/bekasi/hos9281255/;FASILITAS:, Satpam komplek, Lingkungan bebas banjir, Dekat Kolam Renang THB, Pojokan rumah taman luas, Deket tempat bermain anak2, Dekat SDIT Gema Nurani, Dekat Kota Harapan Indah, Fasilitas dekat komplek: Indomaret , RS THB, Puskesmas, Kelurahan,SPBU, ATM.;;07/12/2021;162;100;3;2;0;1;Gunung Putri;SHM;1300;;1250000000;https://www.rumah.com/listing-properti/dijual-bukit-golf-riverside-cluster-riverside-1-oleh-togi-m-siahaan-18429186;Fasilitas kawasan hijau, lapangan golf, pertokoan, dekat dengan Tol Cimanggis;;22/11/2021;184;250;5;4;;3;Jakarta Barat;SHM;4400;Utara;3200000000;https://www.rumah.com/listing-properti/dijual-rumah-second-dijual-oleh-lim-ho-18290615;;;12/06/2021;160;110;3;1;;;BSD CITY, TANGERANG;SHM;2200;Timur;2440;https://www.rumah123.com/properti/tangerang/hos9283633/;Strategis dekat sekolah SD Raudah, sekolah Al Azhar, TK Solideo, Pasar modern, Rs Eka Hospital, tol Jakarta Serpong, stasiun Rawabuntu BSD, Ocean Park, AEON mall, ICE BSD, kampus Atmajaya, UMN, Prasetya Mulya.;
04/12/2021;90;110;4;2;;1;Kota Bekasi;SHM;3500;;1400000000;https://www.rumah123.com/properti/bekasi/hos9281229/;"Rumah dua lantai BARU RENOVASI model minimalis FULL FURNISHED Luas tanah 90 m Lebar 6m Panjang 15m Kamar tidur 4 Kamar mandi 2 2 lantai Sertifikat Hak Milik CLUSTER BEBAS BANJIR Dekat dengan : Stasiun kereta bekasi bulan – 10 mnt Summarecon Bekasi – 5mnt Metropolitan mall bekasi – 12mnt Pintu tol bekasi barat – 12mnt Harga 1.4 M ( MASIH NEGO ) Full Furnished new model AIR PAM & JET PAM listrik 3500 kwh,
";;07/12/2021;128;170;4;3;0;1;Gunung Putri;Lainnya;2200;;1450000000;https://www.rumah.com/listing-properti/dijual-kota-wisata-oleh-togi-m-siahaan-18428970;Akses Toll JORR II, dekat rumah sakit Eka Hospital, Mall Living World, tempat ibadah, sekolah, perbelanjaan;;06/12/2021;90;200;3;3;1;2;Jakarta Barat;SHM;3500;timur;1900000000;https://www.rumah.com/listing-properti/dijual-rumah-bangunan-baru-di-kalideres-permai-cengkareng-jakarta-barat-oleh-fransisca-ferra-jong-19021419;"bebas banjir
-one gate system
-lingkungan aman, nyaman dan strategis";;12/06/2021;96;75;3;2;;;BSD, TANGERANG;SHM;2200;Barat;600;https://www.rumah123.com/properti/tangerang/hos9291301/;Green Grass Ciater Bsd City, Harga di atas type 60/50, Temukan Property Terbaik Anda Di Hunian 2 Lantai Modern ekslusif & Asri Di BSD CITY hunian yg sangat menguntungkan bagi para investor karena terletak di pusat kota modern BSD Tangsel dan Kita ada promo penghabisan stok unit segera survey langsung ke lokasi karena stok unit sangat terbatas, Type 96/75, Hard cash keras nego sampai dil, Limited Edition, Limited Stock, Show Unit Terbatas, 1000% Termurah di Kawasan Bsd City, Lokasi yang sangat super strategis & Terjangkau Semua Akses Bsd;
